Name,Address,Website
Choudary Charan Singh University,Meerut - 200 005.     Uttar Pradesh -  ,http://www.ccsuniversity.ac.in
Cochin Unviersity of Science & Technology,Kochi  Cochin - 682 022.     Kerala -  ,http://www.cusat.edu
Davangere University,Shivagangothri Davangere Karnataka-577002    Karnataka -  ,http://www.davangereuniversity.ac.in
Deen Bandhu Chhotu Ram University of Sciences & Technology,"Murthal,Haryana-131039     Haryana -  ",http://www.dcrusm.org
Deen Dayal Upadhyay Gorakhpur University,Gorakhpur PIN - 273 009. (U.P.)    Uttar Pradesh -  ,http://www.ddugu.edu.in
Devi Ahilya Vishwavidyalaya,R.N.Tagore Marg  Indore     Madhya Pradesh - 452 001 ,http://www.dauniv.ac.in
Dharmsinh Desai University,P.Box No. 35 College Road  Nadiad-387001    Gujarat -  ,http://www.ddit.ac.in
Dibrugarh University,Dibrugarh  PIN - 786 004. (ASSAM)    Assam -  ,http://www.dibru.ac.in
Doon University,Campus Office 388/2  Indira Nagar Dehradun   Uttarakhand -  ,http://www.gov.ua.nic.in/doonuniversity
Dr. B.R.Ambedkar   University,Srikakulam  Etcherla Andhra Pradesh-532410    Andhra Pradesh-  ,http://www.brau.in
Dr. B.R.Ambedkar Open University,Jubilee Hills Hyderabad - 500 033.    Telangana-  ,http://www.braou.ac.in
Dr. B.R. Ambedkar University,Agra-282 004.     Uttar Pradesh -  ,http://www.brauagra.ac.in
Dr. Babasaheb Ambedkar Marathwada University,University Campus  Near Soneri Mahal   Jaisingpura   Aurangabad    Maharashtra - 431004 ,http://www.bamu.net
Dr. Babasaheb Ambedkar Open University,Jyotirmay Parisar  Dr Babasaheb Ambedkar Open University Marg  S.G. Highway  Chharodi  Ahmedabad   Gujarat - 382481 ,http://www.baou.edu.in/
Dr. Babasaheb AmbedkarTechnological University,P.O. Goregaon Lonere-402103  Dt-Raigad.    Maharashtra -  ,http://www.dbatu.ac.in
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,Krishinagar Akola - 444 104.    Maharashtra -  ,http://www.pdkv.mah.nic.in
Dr. Ram Manohar Lohia Awadh University,Faizabad-224 001 (U.P)     Uttar Pradesh -  ,http://www.rmlau.ac.in
Dr. Ram Manohar Lohiya National Law University,"Sector-D-1,L.D.A.Kanpur Road Scheme Lucknow  U.P.    Uttar Pradesh -  ",http://www.rmlau.ac.in
Dr. Shakuntala Misra National Rehabilitation University,5th Floor  Administrative Building Mohaan Road  Lucknow   Uttar Pradesh - 226017 ,http://www.dsmru.up.nic.in
Dr. Y.S.Parmar University of Horticulture & Forestry ,Nauni  Solan-173230 (H.P)     Himachal Pradesh -  ,http://www.yspuniversity.ac.in
Dravidian University,Kuppam-517 425 Dist : Chitoor  A.P.    Andhra Pradesh-  ,http://www.dravidianuniversity.ac.in
Fakir Mohan University,Vyas Vihar   Nuapadhi   Balasore   Orissa - 756 020 ,http://www.fmuniversity.nic.in
G.B.Pant University of Agriculture & Technology,Pantnagar Udham Singh Nagar-263 145 Uttarakhand   Uttarakhand -  ,http://www.gbpuat.ac.in
Gauhati University,Gopinath Bardoloi Nagar  Guwahati-781014 (Assam).    Assam -  ,http://www.gauhati.ac.in
Univesity of Gour Banga ,N.H. 34  P.O. Mokdumpur Distt. Malda    West Bengal - 732103 ,http://www.ugb.ac.in
Gautam Buddha University,Greater Noida  Dist: Gautam Budh - Nagar  Uttar Pradesh- 201 308    Uttar Pradesh -  ,http://www.gbu.ac.in
Goa University,Teleiogao Plateau  Goa - 403 206    Goa -  ,http://http://www.unigoa.ac.in/
Gujarat Ayurveda University,Chanakya Bhavan  Jamnagar-361 008    Gujarat -  ,http://www.ayurveduniversity.edu.in
Gujarat National Law University,"Attalika Avenue  Knowledge Corridor  Koba (Sub P.O) Gandhinagar,   Gujarat - 382426 ",http://www.gnlu.ac.in
Gujarat Technological University,Gujarat Technological University Campus  Nr.Visat Three Roads  Visat - Gandhinagar Highway Chandkheda  Ahmedabad    Gujarat - 382424  ,http://www.gtu.ac.in
Gujarat University,P.B.No.4010  Navrangpura  Ahmedabad - 380 009.    Gujarat -  ,http://www.gujaratuniversity.org.i
Gulbarga University,Jnana Ganga  Gulbarga  PIN - 585 106  KARNATAKA    Karnataka -  ,http://www.gulbargauniversity.kar.nic.ini
Guru Angad Dev Veterinary & Animal Sciences University,Ferozepur Road  Ludhiana Punjab-141004    Punjab -  ,http://www.gadvasu.in
Guru Jambeshwar University of Science and Technology,HISAR - 125 001. HARYANA     Haryana -  ,http://www.gju.ernet.in
Guru Nanak Dev University,Amritsar PIN - 143 005    Punjab -  ,http://www.gndu.ac.in
Hemchandracharya North Gujarat University,Rajmahal Road  Patan- 384 265. (GUJARAT)    Gujarat -  ,http://www.ngu.ac.in
Hidayatullah National Law University,Raipur Chattisgarh-493661    Chhattisgarh-  ,http://www.hnlu.ac.in
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,"Palampur-176 062 (H.P.) Tehsil  Palampur,Dist.-Kangra    Himachal Pradesh -  ",http://www.hillagric.ernet.in
Himachal Pradesh University,Summer Hills Shimla - 171 005. (HP)    Himachal Pradesh -  ,http://www.hpuniv.nic.in
Indira Gandhi Krishi Vishwavidyalaya,Krishak Nagar Raipur - 492 012.(Chattisgarh)    Chhattisgarh-  ,http://www.igau.edu.in
Indira Kala Sangeet Vishwavidyalaya,Khairagarh-491881.(Chattisgarh)     Chhattisgarh-  ,http://www.iksvv.com
Islamic University of Sciences & Technology University,"University Avenue,Awantipora Pulwama-192 122 Kashmir   Jammu and Kashmir -  ",http://www.islamicuniversity.edu.in
Jadavpur University,Jadavpur University  Kolkatta  PIN - 700 032.   West Bengal -  ,http://www.jadavpur.edu
Jagadguru Ramanandacharya Sanskrit University,Village:Madau   Post :Bhankrota Jaipur-302026    Rajasthan-  ,http://www.jrrsanskrituniversity.ac.in
Jai Naraim Vyas University,Jodhpur PIN - 342 001.(RAJASTHAN    Rajasthan-  ,http://www.jnvu.org
Jai Prakash vishwavidyalaya(university),Chapra  PIN- 841 301. (BIHAR)    Bihar -  ,http://jpv.bih.nic.in
Jammu University ,Baba Saheb Ambedkar Road  Jammu Tawi - 180 004.    Jammu and Kashmir -  ,http://www.jammuuniversity.in
Jawaharlal Nehru Krishi Vishwavidyalaya,Krishinagar Jabalpur-482 004.    Madhya Pradesh -  ,http://www.jnkvv.nic.in
Jawaharlal Nehru Technological University,Kukatpally Hyderabad - 500 085. Andhra Pradesh   Telangana-  ,http://www.jntuh.ac.in
Jawaharlal Nehru Technological University,Pithapuram Road  Kakinada Andhra Pradesh-533003    Andhra Pradesh-  ,http://www.jntuk.edu.in
Jawaharlal Nehru Technological University,Anantpur Andhra Pradesh -515002    Andhra Pradesh-  ,http://www.jntua.ac.in
Jiwaji University,Gwalior PIN - 474 001. (MP)    Madhya Pradesh -  ,http://www.jiwaji.edu
Kakatiya University,Kakatiya University  Warangal  Vidyaranyapuri  PIN - 506 009.   Telangana-  ,http://www.kakatiya.ac.in
Kalyani University,Kalyani     West Bengal -  ,http://www.klyuniv.ac.in
Kameshwar Singh.Darbhanga Sanskrit Vishwavidyalaya,Kamcshwar Nagar Darbhanga 846 008.(BIHAR)   Bihar -  ,http://www.ksdsu.edu.in
Karanataka  State Law University,Navanagar  Hubli-580025 Karnataka    Karnataka -  ,http://www.kslu.ac.in
Karanataka  State Open University,Manasangangotri Mysore-570006    Karnataka -  ,http://karnatakastateopenuniversity.in
Kannada University,Vidyaranya  Hospet Taluk Hampi (Dt. Bellary) 583276    Karnataka -  ,http://www.kannadauniversity.org
Kannur University,Mangattuparamba Distt- Kannur    Kerala - 670 567 ,http://www.kannuruiversity.ac.in
"Akkamahadevi women's  University (Formerly known as ""Karnataka State Women's University)",Vijayapur Karnataka-586101    Karnataka -  ,http://www.kswu.ac.in/
Karanataka  University,Karnatak University  Pavate Nagar  Dharwad  PIN - 580 003.   Karnataka -  ,http://www.kud.ac.in
Karanataka Veterinary  Animal & Fisheries Science University ,"Nandinagar PB No.6,Bidar-585401(Karnataka    Karnataka -  ",www.kvafsu.kar.nic.in; www.kvafsu.edu.in  
Kashmir University,Hazratbal  Srinagar  PIN - 190 006. (J & K)    Jammu and Kashmir -  ,http://www.kashmiruniversity.net
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,"Prashashiya Bhawan  Mouda Road Ramtek-441106,Dist. Nagpur Maharashtra   Maharashtra -  ",http://www.sanskrituni.net
Kerala University,Thiruvananthapuram - 695 0     Kerala -  ,http://www.keralauniversity.edu
Kerala Agricultural Unviersity,Vellanikkara  Thrissur - 680 654.    Kerala -  ,http://www.kau.edu
King Georges Medical University,Lucknow  U.P.     Uttar Pradesh - 226003 ,http://www.kgmcindia.edu
Kolhan University ,Chaibasa  West Singhbhum  Jharkhand    Jharkhand -  ,www.kalhanuniversity.in
Konkan Krishi Vidyapeeth,Dapoli  District Ratnagiri    Maharashtra -  ,http://www.dbskkv.org
Krantiguru Shyamji Krishna Verma Kachchh University,CS-60  Jubilee Ground Bhuj-Kachchh  Gujarat    Gujarat -  ,http://kskvku.digitaluniversity.ac
Krishna Kanta Handique State Open University,"Last Gate,Dispur Guwahati-781 006 Assam   Assam -  ",http://www.kkhsou.in
Krishna University ,Andhra Jateeya Kalasala  Campus  Rajupeta Machllipatanam   Andhra Pradesh- 521001 ,http://www.krishnauniversity.ac.in
Kumaun University,Nanital     Uttarakhand - 263001 ,http://www.kunainital.ac.in
Kurukshetra University,Kurukshetra  PIN - 136 119  (HARYANA)    Haryana -  ,http://www.kuk.ac.in
Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,Raipur (Chattisgarh)     Chhattisgarh-  ,http://www.ktujm.ac.in
Kuvempu University,"Gnana Sahyadri,Dt.Shimoga PIN -577 451. KARNATAKA.    Karnataka -  ",http://www.kuvempu.ac.in
Lalit Narayan Mithila University,Darbhanga PIN - 846 008. (BIHAR)    Bihar -  ,http://www.lnmu.in 
Lucknow University,Lucknow  PIN - 226 007.    Uttar Pradesh -  ,http://www.lkouniv.ac.in
Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,Chitrakoot District Satna    Madhya Pradesh - 485334 ,http://www.mgcgvchitrakoot.com
M.J.P. Rohilkhand University,Doli Lal Agarwal Marg  Bareilly    Uttar Pradesh -  ,http://www.mjpru.ac.in 
M.P.Bhoj (open) University,Raja Bhoj Marg  Kolar Road  Bhopal   Madhya Pradesh - 462016 ,http://www.bhojvirtualuniversity.com
Madaras University,Chepauk Chennai    Tamil Nadu -  ,http://www.unom.ac.in 
Madurai Kamraj University,Palkainagar  Madurai-625 021.(T.N.).    Tamil Nadu -  ,http://www.mkuniversity.org
Magadh University,Bodhgaya  BIHAR    Bihar - 824 234 ,http://www.magadhuniversity.ac.in/
Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya,B.M.birla Shodh Sansthan Parisar  Dewas Road  Ujjain Madhya Pradesh-456010   Madhya Pradesh -  ,http://http://mpsvvujjain.org
Maharahtra University of Health Sciences,Anand Valley  Gangapur Road Nashik-422 005    Maharashtra -  ,http://www.muhsnashik.com
Maharaja Sayajirao University of Baroda ,Vadodara  Opp. Drug. Lab. PIN - 390 002. (GUJARAT)    Gujarat -  ,www .msubaroda.ac.in
Maharana Pratap University of Agriculture & Technology,P.O.Box-171   New Campus Udaipur-313001    Rajasthan-  ,http://www.mpuat.ac.in
Maharashtra Animal & Fishery Sciences University ,High Land driv Road Seminary Hills  Nagpur-440 006    Maharashtra -  ,http://www.mafsu.in
Maharishi Dayanand Saraswati University,Pushkar Bye Pass Ajmer - 305 001    Rajasthan-  ,http://mdsuajmer.ac.in/
Maharishi Dayanand University,Rohtak PIN - 124 001. (HARYANA)    Haryana -  ,http://www.mdurohtak.ac.in
Mahatam Gandhi Kashi Vidyapeeth,Varanasi-221 002 (U.P)     Uttar Pradesh -  ,http://www.mgkvp.ac.in
Mahatma Gandhi University ,"Panagal,Nalgonda-500 803 Andhra Pradesh    Telangana-  ",http://www.mguniversity.ac.in
Mahatma Gandhi Unversity ,Kottayam  PIN - 686 560. (KERALA).    Kerala -  ,http://www.mgu.ac.in
Mahatma Phule Krishi Vidyapeeth,Rahuri Dt.Ahmednagar - 413 722.    Maharashtra -  ,http://www.mpkv.mah.nic.in
Makhanlal Chaturvedi National University of Journalism & Communication,B-38  Vikas Bhavan  Press Complex   MP Nagar  Zone-1 Bhopal   Madhya Pradesh - 462 011 ,http://www.mcu.ac.in/
Mangalore University,Mangalagaongothri Mangalore - 574 199.    Karnataka -  ,http://www.mangaloreuniversity.ac.in
Manonmaniam Sundarnar University,Tirunelvelli - 627 008.     Tamil Nadu -  ,http://www.msuniv.ac.in/
Marathwada Agricultural University,Parbhani - 431 402.     Maharashtra -  ,http://www.mkv2.mah.nic.in
Maulana Mazharul Haque Arabic & Persian University,3  Polo Road  Patna  800 006    Bihar -  ,http://mmhapu.bih.nic.in
Mohan Lal Shukhadia University,Udaipur  RAJASTHAN)     Rajasthan- 313 001 ,http://www.mlsu.ac.in
Mother Teresa Women's University,Ananda Giri IV Street  Kodaikanal  T.N. - 624 101.    Tamil Nadu -  ,http://www. motherteresawomenuniv.ac.in
Mumbai University,M.G.Road  Fort  Mumbai - 400 032.    Maharashtra -  ,http://www.mu.ac.in
Mysore University,Crawford Hall  Mysore - 570 005.    Karnataka -  ,http://www.uni-mysore.ac.in
Nalanda Open University,3rd Floor  Biscomum Bhawan  West Gandhi  Maidan  Patna  Bihar-800001   Bihar -  ,http://www.nalandaopenuniversity.com   www.nou.ac.in  
Narendra Deo University of Agriculture & Technology,Kumarganj  Faizabad - 224 229. (U.P)    Uttar Pradesh -  ,http://www.nduat.ac.in
National Academy of Legal Studies & Research University,Hyderabad     Telangana-  ,http://nalsar.ac.in
National Law Institute University,Bahahdbhada Road Barkeri Kalan Bhopal   Madhya Pradesh -  ,http://www.nliu.ac.in
National law School of India University,PB.7201  Nagarbhavi Bangalore - 560 072.    Karnataka -  ,http://www.nls.ac.in
National Law Universituy,"NH-65,nagaur Road  Mandor Jodhpur - 342304 (Rajasthan)    Rajasthan-  ",http://www.nlujodhpur.ac.in
National University of Advanced Legal Studies (NUALS),Kaloor  Kochi-682017  Kerala    Kerala -  ,http://www.nuals.ac.in
Netaji Shubhash Open University,DD-26  Salt Lake  Sector-1  Kolkata.   West Bengal - 700064 ,http://www.wbnsou.com
Nilamber-Pitamber University,Madininager  Palamu-822101 Jharkhand    Jharkhand -  ,http://www.npu.ac.in
North Benagal University,Raja Ram Mohanpur  Dist. Darjeeling - 734 430.(WB)    West Bengal -  ,http://www.nbu.ac.in
Kavayitri Bahinabai Chadhari North Maharashtra University,Umavinagar P.B.No.80  Jalgaon    Maharashtra - 425001 ,http://www.nmu.ac.in
Orissa University Of Agriculture & Technology,Bhubaneshwar - 751 003.     Orissa -  ,http://www.ouat.ac.in
Osmania University,Hyderabad  PIN - 500 007.    Telangana-  ,http://www.osmania.ac.in
Palamuru University ,Ayyappa Complex Opp. Police Head Quarters  Mahabubnagar-509001   Telangana-  ,http://www.palamuruuniversity.ac.in
Periyar University,Govt. College of Engineering - Campus   Salem- 636 011 (T.N.)    Tamil Nadu -  ,http://periyaruniversity.ac.in
Potti Sreeramulu Teugu Universtity,Lalitakala -Kshetram Hyderabad-500004    Telangana-  ,http://teluguuniversity.ac.in/
Pt. Bhagwat Dayal Sharma University of Health Sciences,Rohtak-124001 Haryana    Haryana -  ,'http://www.uhsr.ac.in
Pt. Sundarlal Sharma (Open) University,Bilaspur  Vyapar Vihar  Bilaspur-495001 Chhattisgarh   Chhattisgarh-  ,http://www.pssou.ac.in
Pt.Ravishankar Shukla University,Raipur - 492 010  Chattisgarh   Chhattisgarh-  ,http://www.prsu.ac.in
Savitribai Phule Pune University,Ganeshkhind Pune    Maharashtra - 411 007 ,http://www.unipune.ac.in
Punjab Agriculture University,Ludhiana - 141 004.     Punjab -  ,http://www.pau.edu
Punjab Technical University,"Jalandhar-kapurthala Highway  Near Pushpa Gujral Science City,Kapurthala(PB.)     Punjab - 14460 ",http://www.ptu.ac.in
Punjabi University,Patiala  PIN - 147 002.    Punjab -  ,http://www.punjabiuniversity.ac.in
Rabindra Bharati University,56A  Barrackpore Trunk Road Kolkata - 700 050.    West Bengal -  ,http://www.rbu.ac.in
Swami Keshwanand Rajasthan Agriculture University,Beechwal  Sriganganagar Road  Bikaner    Rajasthan-  ,http://www.raubikaner.org
Rajasthan Ayurveda University,"City office,82,Income Tax Col. Paota'C'Road,Jodhpur,Rajasthan    Rajasthan-  ",
Rajasthan Technical University,Rawat bhata Road Kota-324 010  Rajasthan    Rajasthan-  ,http://www.rtu.ac.in
Rajasthan University,Jaipur  PIN - 302 004.    Rajasthan-  ,http://www.uniraj.ernet.in
Rajasthan University of Health Sciences,Kumbha Marg  Pratap Nagar  Sector-18  Tonk Road  Sanganer  Jaipur   Rajasthan- 302033 ,http://www.ruhsraj.org
Rajendra Agricultural University,Pusa Samastipur-848125 (BIHAR).    Bihar -  ,www.pusavarsity.org.in
Rajiv Gandhi Prodoyogiki Vishwavidyalaya,"Airport Bypass Gandhi Nagar,Bhopal 462036(M.P.)    Madhya Pradesh -  ",http://www.rgtu.net
Rajiv Gandhi University of Health Science,Jayanagar Bangalore - 560 041.    Karnataka -  ,http://www.rguhs.ac.in
Ranchi University,Ranchi  PIN - 834 008. (JHARKHAND)    Jharkhand -  ,http://www.ranchiuniversity.ac.in
Rani Durgavati Vishwavidyalaya,Jabalpur - 482 001. (M.P)     Madhya Pradesh -  ,http://www.rdunijbpin.org
Ravenshaw University,Cuttack     Orissa - 753 003 ,http://ravenshawuniversity.ac.in
Rayalaseema University,Kurnool-518 002 Andhra Pradesh    Andhra Pradesh-  ,http://www.rayalaseemauniversity.ac.in
Sambalpur University,Jyoti Vihar  Burla  Sambalpur - 768 019.    Orissa -  ,http://www.suniv.ac.in
Sampurnanand Sanskrit Vishwavidyalaya,Varanasi - 221 002. (UP)     Uttar Pradesh -  ,http://www.ssvv.up.nic.in
Sant Gadge Baba Amravati University,Camp  ti  Amravati-444602 (M.S.)   Maharashtra -  ,http://www.sgbau.ac.in
Sardar Patel University,P.B. No. 10  Vallabh Vidyanagar Anand-388 120. (GUJARAT)    Gujarat -  ,http://www.spuvvn.edu
Sardar Vallabh Bhai Patel University of Agriculture & Technology,Modipuram  Meerut   U.P-250110     Uttar Pradesh -  ,http://www.svbpmeerut.ac.in
Sarguja University,Ambikapur  Chhattisgarh     Chhattisgarh-  ,http://www.sua.nic.in
Satavahana University,Jyothinagar  Karimnagar Andhra Pradesh-505001    Telangana-  ,http://www.satavahana.ac.in
Saurashtra University,Kalavad Road Rajkot  Gujarat   Gujarat - 360 005 ,http://www.saurashtrauniversity.edu
Sher-e-Kashmir University of Agricultural Science & Technology,Shalimar Campus P.B.No 262 Srinagar-190 001. (J&K)    Jammu and Kashmir -  ,http://www.skuastkashmir.ac.in
Shivaji University,Vidyanagar  Kolhapur - 416 004.    Maharashtra -  ,http://www.unishivaji.ac.in
Shree Sankaracharaya University of Sanskrit,P.B.No. 14  Kalady District  Ernakulam Kalady   Kerala -  ,http://www.ssus.ac.in
Shree Somnath Sanskrit University,Ta: Veraval District Junagarh    Gujarat -  ,http://www.shreesomnathsanskrituniversity.org
Shri Jagannath Sanskrit Vishwavidyalaya,PURI - 752 001. (ORISSA)     Orissa -  ,http://www.sjsv.nic.in
Shri Mata Vaishno Devi University,"Sub-post office-182320 Katra,J&K    Jammu and Kashmir -  ",http://www.smvdu.net.in
Sri krishnadevaraya University,Sri Venkateswarpuram-515055 Anantur Andhra Pradesh   Andhra Pradesh-  ,http://www.skuniversity.org
Sido Kanhu University,Santhal Pargana  Dumka  PIN - 814 101. (JHARKHAND)    Jharkhand -  ,http://www.skmu.edu.in/
Smt. Nathibai Damodar Thackersey Women's University,"1,Nathibai Thackersay Rd. Mumbai - 400 020.    Maharashtra -  ",http://www.sndt.ac.in
Solapur University ,"Solapur University  Solapur Solapur Pune national Highway Kegaon,Solapur-413255 (Maharashtra)   Maharashtra -  ",http://su.digitaluniversity.ac/
Veer Narmad South Gujarat University,Surat     Gujarat - 395 007 ,http://www.vnsgu.ac.in
Sri Padmavati Mahila Vishwavidyalayam,Padmavathi Puram  Near West Railway Station  Tirupati - 517 502. Andhra Pradesh  INDIA   Andhra Pradesh-  ,http://www.spmvv.ac.in
Sri Venkateswara University,Tirupati- 517 502. A.P.    Andhra Pradesh-  ,http://www.svuniversity.ac.in
Sri Venkateswara Vedic University,Administrative Office  Dr.Y.S.R. Bhavan  Tirupati-517502 Chittoor Dist  Andhra Pradesh   Andhra Pradesh-  ,http://www.svvedicuniversity.org
Sri Venkateswara Veterinary University,Alipiri-Chandragiri Bypass Road Tirupati   Andhra Pradesh-517 502    Andhra Pradesh-  ,http://www.svvu.edu.in
Swami Ramanand Teerth Marathwada University,"Dnyateerth,Vishnupuri  Nanded-431606,(M.S.)    Maharashtra -  ",http://www.srtmun.org
T.M. Bhagalpur University,Bhagalpur     Bihar -  ,http://www.tmbu.org
Tamil Nadu Open University,No. 577  Anna Salai  Saidapet  Chennai   Tamil Nadu - 600015 ,http://www.tnou.ac.in
Tamil Nadu Teacher Education University,Lady Willingdon College Campus  Kamarajar Salai  Chennai-600005 Tamil Nadu   Tamil Nadu -  ,http://www.tnteu.in/
Tamil University,Trichy Road  Thanjavur  PIN - 613 005. (T.N.)    Tamil Nadu -  ,http://www.tamiluniversity.ac.in
Tamilnadu Agricultural University,Coimbatore-641 003. (T.N)     Tamil Nadu -  ,http://www.tnau.ac.in
Tamilnadu Dr. Ambedkar Law University,"Poompozhil,5.Dr.D.G.S. dinakaran Salai  Raja Annamalai Puram  Chennai-600028  (T.N.)   Tamil Nadu -  ",http://www.tndalu.org
Tamilnadu Dr. M.G.R.Medical University,Guindy Chennai- 600 032.    Tamil Nadu -  ,http://www.tnmmu.ac.in
Tamilnadu Physical Educaton and Sports University,"8th Floor,EVA Sampat Maaligai  college Road  Chennai-600006   Tamil Nadu -  ",http://www.tnpesu.org
Tamilnadu Veterinary & Animal Sciences University,Chennai-600 007.     Tamil Nadu -  ,http://www.tanuvas.ac.in
Telangana University,Dichpally Nizamabad- 503 322 Andhra Pradesh   Telangana-  ,http://www.telanganauniversity.ac.in
The Rajiv Gandhi National University of Law,"Mohindra Kothi,Patiala-147 001     Punjab -  ",http://www.rgnul.ac.in
The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur     Maharashtra -  ,http://www.nagpuruniversity.org
Thiruvalluvar University,Serkkadu  Vellore Vellore District Tamil Nadu   Tamil Nadu - 632 115 ,http://www.thiruvalluvaruniversity.ac.in
Tumkur University,Vishwavidyanilaya Karyalaya B.H. Road  Tumkur    Karnataka - 572 103 ,http://www.tumkuruniversity.ac.in
U.P.King George's University of Dental Sciences,Lucknow     Uttar Pradesh -  ,http://www.kgmcindia.edu/
U.P. Rajarshi Tandon Open University,University Campus  Shantipuram (Sector-F)Phaphamau Allahabad-211013   Uttar Pradesh -  ,http://www.uprtou.ac.in
University of Agricultural Sciences,"GKVK - Campus,Bangalore -560 024    Karnataka -  ",http://www.uasbangalore.edu.in
University of Agricultural Sciences,Krishi Nagar  Dharwad - 580 005.    Karnataka -  ,http://www.uasd.edu
University of Kota,Kota Rajasthan    Rajasthan-  ,http://www.uok.ac.in/
Utkal University,Vani Vihar  Bhubaneshwar - 751 004.    Orissa -  ,http://www.utkaluniversity.ac.in
Utkal University of Culture,"PB No.4,Sardar Patel Hall Comp Unit 2,Bhubaneswar 751009    Orissa -  ",http://www.uuc.ac.in
Dr. A.P.J. Abdul Kalam Technical University,Sector -11  Jankipuram Extension Yojna  Lucknow   Uttar Pradesh - 226031 ,http://www.uptu.ac.in
Uttarakhand Sanskrit University,NH-58  BHEL More   Haridwar-Delhi National Highway  P.O. Bahadarabad Haridwar   Uttarakhand - 249 402 ,http://www.usvv.ac.in
Uttarakhand Technical University,A-12  Saraswati Vihar  lover Aghoe- wala  Dehrdun    Uttarakhand -  ,http://www.uktech.ac.in
Vardhman Mahaveer Open University,Rawatbhata  Road Kota RAJASTHAN     Rajasthan- 324 021 ,http://www.vmou.ac.in
Veer Bahadur Singh Purvanchal University,Shahganj Road  Jaunpur PIN-222002   (U.P.)    Uttar Pradesh -  ,http://www.vbspu.ac.in
Veer Kunwar Singh University,Ara Bihar    Bihar - 802 301 ,http://www.vksu-ara.org
Veer Surendra Sai University of Technology,P.O. Burla Engg. College  Distt. Sambalpur  Orissa    Orissa -  ,http://www.vssut.ac.in
Vesveswaraiah Technological University,Jnana Sangama  Belgaum-590018(Karnataka)    Karnataka -  ,http://www.vtu.ac.in
Vikrama Simhapuri University,kakutur  Venkatachalam (M.D.) Nellore  Andhra Pradesh   Andhra Pradesh- 524320 ,http://www.simhapuriuniv.ac.in
Vikram University,Ujjain      Madhya Pradesh - 456 010 ,http://www.vikramuniv.ac.in
Vinoba Bhave University,Hazaribagh  PIN - 825 301. (JHARKHAND) Post Box No.-31   Jharkhand -  ,http://www.vbu.co.in
Yashwant Rao Chavan Maharashtra Open University,"Dnyangangotri  Near Gangapur Dam,Nasik-422222    Maharashtra -  ",http://www.ycmou.com
Yogi Vemana University ,Vemanapuram  Kadapa-516 003     Andhra Pradesh- 516 003 ,http://www.yogivemanauniversity.ac.in
Maharishi University of Management and Technology,Maharishi Road  Post Box No. - 10   Mangla  Bilaspur     Chhattisgarh- 495 001 ,http://www.mumt.com
Ahmedabad University ,Navrangpura  Ahmedabad    Gujarat - 380 009 ,http://www.ahduni.edu.in
AMITY University ,Haryana Amity Education Valley Panchgaon  Manesar Distt.Gurgaon   Haryana - 122413 ,
Chitkara University,"HIMUDA Education Hub Pinjore-Barotiwala Highway (NH_21A) Solan,   Himachal Pradesh - 174 103 ",http://www.chitkarauniversity.edu.in
Jaypee University of Information Technology,Distt. Solan     Himachal Pradesh -  ,http://www.juit.ac.in
Eternal University,Distt. Sirmour     Himachal Pradesh -  ,http://www.eternaluniversity.edu.i
Shoolini University of Biotechnology and Management Sciences,Solan     Himachal Pradesh -  ,http://www.shooliniuniversity.com
Indus International Uniersity,V.P.O. Bathu Tehsil Haroli Distt. Una   Himachal Pradesh - 174301 ,http://www.iiuedu.in
Arni University,Karthgarh  Tehsil Indore Distt. Kangra   Himachal Pradesh -  ,http://www.arni.in
Manav Bharti University,Village - Laddo  Post Office Sultanpur  Tehsil & Distt   Solan   Himachal Pradesh -  ,http://www.manavbhartiuniversity.edu.in
Bahra University ,VPO-Waknaghat Tehsil-Kandaghat Distt. Solan    Himachal Pradesh - 173234 ,http://www.bahrauniversity.edu.in
The Institute of Chartered Financial Analysts of India University,Ashok Nagar  Between Road  No.-1 & 2 Ranchi    Jharkhand - 834 002 ,http://www.iujharkhand.edu.in/
Jaypee University of Engineering & Technology,AB Road Raghogarh Distt  Guna   Madhya Pradesh -  ,http://www.jiet.ac.in
Martin Luther Christian University,Block-1  Dongktieh   Nongrah  Shillong  Meghalaya   Meghalaya - 793006 ,http://www.mlcuniv.in
Techno Global University,Shillong Polytechnic Campus Mawlai  Shillong    Meghalaya - 793 022 ,http://technoglobaluniversity.com
The Institute of Chartered Financial Analysts of India University,"4th Floor,Near Sundari Hotel Circular Rd,Tura Bazar    Meghalaya -  ",http://www.iumeghalaya.edu.in
University of Science & Technology  Meghalaya,"Techno City,Kling Road  9th Mile  Baridua Dist. Ri-Bhoi   Meghalaya - 793101 ",www.ustm.ac.in
The Institute of Chartered Financial Analysts of India University,Salem Veng  Chaltlang  Aizawal Mizoram    Mizoram - 796 025  ,www.iumizoram.edu.in 
