Name,Address,Website
Bihar Agricultural University,Sabour (BhagalPur)     Bihar - 813210 ,http://bausabour.ac.in
DIT University,Mussourie-Diversion Road Makkawala  Dehradun    Uttarakhand - 248009 ,http://www.dit.edu.in
IMS Unison University,Makkawala Greens  Mussorie Diversion Road  Dehradun    Uttarakhand - 248009 ,http://www.iuu.ac
D.A.V University,Jalandhar-Pathankot National Highway (NH1 A) Samastpur Village  Jalandhar  India    Punjab - 144001 ,http://www.davuniversity.org
Desh Bhagat University,Amloh Road  Mandi Gobindgarh (Pb.)    Punjab -  ,http://www.deshbhagatuniversity.in/
Uttaranchal University,Arcadia Grant P.O. Chandanwari Prem Nagar  Dehradun   Uttarakhand - 248007 ,www.uttaranchaluniversity.ac.in
Techno Global University,Lateri Road Sirouj (Near Gosala) Distt. Vidisha   Madhya Pradesh - 464228 ,
K.R. Mangalam University,Sohna Road  Gurgaon  Delhi - NCR     Haryana -  ,http://krmangalam.edu.in
Jagran Lakecity University,Gram Panchayat Mugaliya Chhap Tehsil Huzur  Bhopal    Madhya Pradesh - 462044 ,http://www.jlu.edu.in
Shree Guru Gobind Singh Tricentenary University ,Farukh Nagar Road  Budhera Distt.  Gurgaon  Haryana - 122 505    Haryana -  ,www.sgtunviersity.org
GD Goenka University,"G D Goenka Education City  Sohna Gurgaon Road,Sohna  Haryana Sohna Gurgaon Road Sohna  Haryana   Haryana -  ",http://www.gdgoenkauniversity.com
Apex Professional University,Pasighat  District East Siang     Arunachal Pradesh -  ,http://www.apexuniversity.ac.in
Sardar Patel University of Police  Security & Criminal Justice,Opp. Gramin Police line Mathania Road  Daijar Jodhpur   Rajasthan- 342 304 ,http://www.policeuniversity.ac.in
Jagan Nath University,State Highway 22   Bahadurgarh-Jhajjar Road  Jhajjar    Haryana - 124507  ,http://www.jagannathuniversityncr.ac.in
Swami Rama Himalayan University,Swami Ram Nagar  PO-Doiwala  Dehradun    Uttarakhand -  ,
Kumar Bhaskar Varma Sanskrit & Ancient Studies University,"Vill-Namati   P.O.- Hati Namati Dist-Nalbari,Assam   Assam - 781 337 ",http://www.kbvsasun.ac.in
Raksha Shakti University,New Mental Corner Meghaninagar  Ahmedabad    Gujarat - 380 016 ,
Indian Institute of Teacher Education,Govt. College Campus  Nr. Mahatma Mandir  G-4  Sector-15 Gandhinagar   Gujarat - 382 016 ,
Karnataka Folklore University,#2/106  KASSIA Bldg  3rd Floor  17th Cross  Magadi Chord Road Vijayanagar  Banglore    Karnataka - 560 040 ,http://www.janapadauni.in
Reva University,"Rukmani knowledge park  Kattigenahalli Yelahanka,Bangalore    Karnataka - 560064 ",http://www.reva.edu.in
Shobhit University,Adarsh Institutional Area Babu Vijendra Marg Gangoh  Distt.- Saharanpur   Uttar Pradesh - 247 341 ,http://shobhituniversity.ac.in
SRM University,Plot No. 39  Rajiv Gandhi Education City  Sonepat    Haryana - 11029 ,http://www.srmuniversity.ac.in
Himalayan University,401  Takar Complex  Nahalagun 401  Takar Complex  Naharlagun    Arunachal Pradesh - 791110 ,http://www.himalayanuniversity.com
Nalanda University,Rajgir  Dist: Nalanda     Bihar - 803 116 ,http://www.nalandauniv.edu.in
South Asian Universit y, Akbar Bhawan  Chanakyapuri   New Delhi    Delhi- 110021 ,http://www.southasianuniversity.org
Haridev Joshi University of Journalism and Mass Communication,Information Center Sawai Ramsingh  Road Jaipur   Rajasthan- 302004 ,http://www.hjuj.ac.in
Chhattisgarh Kamdhenu Vishwavidyalaya,"Anjora ,Durg     Chhattisgarh-  ",http://cgkv.ac.in/
Cotton University,Panbazar  Guwahati    Assam - 781001   ,https://cottonuniversity.ac.in/
North Orissa University,Baripada  District Mayurbhanj   Bhuabaneswar    Orissa - 757 003 ,http://www.nou.nic.in
Tamil Nadu Fisheries University,First Linebeach Road Nagapattinam    Tamil Nadu - 611 001 ,http://www.tnfu.org.in/university/wp/
Sri Dev Suman Uttarakhand Vishwavidyalaya,Badshahithaul  Tehri Garhwal     Uttarakhand - 249 199 ,http://sdsuv.ac.in/
Presidency  University,Itgalpur  Rajanakunte Bangaluru   Karnataka - 560064 ,http://presidencyuniversity.in
Thunchath Ezhuthachan Malayalam University,Aksharam Campus Vakkad PO   Tirur  Malappuram    Kerala - 676 502 ,http://malayalamuniversity.edu.in/en/
OPJS University,VPO – Rawatsar Kunjla Near Sankhu Fort  Jhunjhunu Road   Rajasthan- Rajgarh (Sadulpur) Churu ,http://www.opjsuniversity.edu.in/
Tantia University,Near RIICO Bus Stand Hanumangarh Road Sri Ganganagar   Rajasthan- 335002 ,http://tantiauniversity.com
PES University,100 Feet Ring Road  BSK III Stage  Bangalore     Karnataka - 560 085 ,http://www.pes.edu
M.S. Ramaiah University of Applied Sciences,University House  Gnanagangothri Campus  New BEL Road M S R Nagar  Bangalore    Karnataka - 560 054 ,http://www.msruas.ac.in
Xavier university,Bhubaneswar     Orissa -  - 751013 ,
C. U. Shah University,Surendranagar- Ahmedabad Highway Nr. Kothariya Village  Wadhwan City Surendranagar   Gujarat - 363030 ,http://www.cushahuniversity.ac.in
CMR University,"2,3rd  'C' Cross  6th Main Road  IInd Block  HRBR Layout  Kalyan Nagar  Bangolare   Karnataka - 560 043 ",http://www.cmr.edu.in
Srimanta Sankaradeva University of Health Sciences,Narakasur Hilltop  Bhangagarh Guwahati    Assam - 781032 ,http://ssuhs.in
Tamilnadu National Law School,Navalur Kuttapattu  Srirangam Taluk Tiruchirapalli     Tamil Nadu - 620 009 ,http://www.tnnls.in
Uttarakhand Ayurved University,7-A  Pleasant Valley Rajpur Road Dehradun    Uttarakhand - 248 009 ,http://www.uau.ac.in
Kazi Nazrul University,Nazrul Road  Kalla Bypass More PO – Kalla  C. H.  P. s. Asansol (North) Dist. Paschim Bardhman   West Bengal - 713 304 ,http://www.knu.ac.in
Indira Gandhi University,"Meerpur,Rewari      Haryana -  ",http://www.igu.ac.in
Sri Satya Sai University of Technology & Medical Sciences,Bhopal - Indore Road Opposite Pachama Oil Fed Plant Pachama Sehore   Madhya Pradesh - 466001 ,http://sssutms.co.in
Madhav University,Madhav Hills  Opp. Banas Bridge Toll NH -14  Abu Road District - Sirohi   Rajasthan- 307 026 ,http://madhavuniversity.edu.in/
Rama University,Rama City  G.T. Road Mandhana  Kanpur    Uttar Pradesh - 209 217 ,http://ramauniversity.ac.in
Maulana Azad University,Kamla Nehru Nagar Jodhpur    Rajasthan- 342 008 ,
Tamil Nadu Music and Fine Arts University,Dr. D.G.S. Dinakaran Salai Chennai    Tamil Nadu - 600 088 ,
Hemwati Nandan Bahuguna Medical Education University,124  Ganga Vihar Opposite Roadways Workshop Haridwar Road  Dehradun   Uttarakhand - 248 001 ,
Shekhawati University,Behind Shri Kalyan Government College Sikar    Rajasthan- 332 001 ,
Al-Falah University,Faridabad     Haryana -  ,alfalahuniversity.edu.in
BML Munjal University,67th KM Stone NH-8  Village Sidhrawali   Gurugram   Haryana - 122413 ,https://www.bml.edu.in
Team Lease Skills University,Tarsali-Vadodara Road Tarsali Bypass  Vadodara    Gujarat - 390 009 ,
Junagarh Agricultural University,Junagarh     Gujarat - 362 001 ,
Dr. Bhimrao Ambedkar Law University,89  Royal House  Khawasji Ka Bagh Durgapura  Tonk Road  Jaipur    Rajasthan- 302 018 ,
Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry ,Bharsar  Pauri Garhwal Uttrakhand    Uttarakhand -  ,
ITM Vocational University,Plot No. 6512  Ajwa Nimeta Road  Raaval Taluka Waghodia  Vadodara   Gujarat -  ,
Pacific Medical University,Bhilo ka Bedla  Byepass NH - 27  Udiapur    Rajasthan-  ,
Dayananda Sagar University,Shavige Malleshwara Hills Kumaraswamy Layout  Banglore Karnataka   Karnataka - 560078 ,http://www.dsu.edu.in
Shri Ramasamy Memorial University  Sikkim,5th Mile  Tadong  Ranipool P.O. Gangtok   Sikkim - 737102 ,http://www.srmus.ac.in
Madan Mohan Malaviya University of Technology,Gorakhpur     Uttar Pradesh - 273 010 ,http://www.mmmut.ac.in
Ashoka University,"Plot No. 2 Rajiv Gandhi Education City,Kundli,NCR NCR Sonepat  Haryana    Haryana - 131 028 ",www.ashoka.edu.in
Amity University,"Mumbai-Pune Expressway  Bhatan,Post - Somathne  Panvel,Mumbai   Maharashtra - 410206 ",http://www.amity.edu/mumbai/
Rajiv Gandhi National Aviation University,Fursatganj  D.T.  Raebareli  Uttar Pradesh   Uttar Pradesh -  ,
Nagaland University,HQ: Lumami Dist: Zunheboto Nagaland   Nagaland - 798 627 ,http://www.nagauniv.org.in/
North East Frontier Technical University,Sibu-Puyi  Aalo (PO) West Siang (Distt.)    Arunachal Pradesh - 791001 ,https://www.neftu.edu.in/
Chaudhary Ranbir Singh University,Jind     Haryana -  ,http://www.crsujind.org
Rayat Bahra University,VPO - Sahauran  Tehsil - Kharar Disst. - Mohali Punjab   Punjab - 140104 ,http://www.rayatbahrauniversity.edu.in
Amity University,Village Manth  Tehsil- Tilda  Dist.- Raipur    Chhattisgarh-  ,
Nizam's Institute of Medical Sciences,Punjagutta Hyderabad    Telangana- 500082 ,http://www.nims.edu.in/
Mahapurusha Srimanta Sankaradeva Viswavidyalaya,Haladhar Bhuyan Path Kalongpar Nagaon   Assam - 782001 ,http://www.sankaradeva.com
Arunodaya University,"Lekhi Village  Naharlagun Itanagar   Distt. Papum Pare,   Arunachal Pradesh - 791109 ",http://www.arunodayauniversity.ac.in
Rai Technology University,Doddaballapur Nelmangala Road SH-74  Off Highway 207  Doddaballapur Taluk  Bangalore   Karnataka - 561204 ,
Maharishi Mahesh Yogi Vedic Vishwavidyalaya,Jabalpur     Madhya Pradesh - 482001 ,
IIHMR University,1  Prabhu Dayal Marg  Near Sanganer Airport Jaipur   Rajasthan- 302029 ,http://www.iihmr.edu.in
Maharishi University of Information Technology,Maharishi Bal Vidya Mandir & University Campus Sitapur Road  Post-Diburia Lucknow   Uttar Pradesh - 226020 ,http://www.muit.in
Jaypee University,Aligarh Road  Anoopshahar Dist. Bulandshahar    Uttar Pradesh - 203 390 ,http://www.jaypeeu.ac.in
U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidhyalaya Evam Go-Anusandhan Sansthan,Mathura Uttar Pradesh    Uttar Pradesh - 281001 ,http://www.upvetuniv.edu.in
Assam Women's University,Jorhat Assam    Assam - 785001 ,
Adamas University,Barasat  Barrackpore Road Barberia  PO Jagannathpur PS Barasat  Kolkata   West Bengal - 700126 ,
Adamas University,Barasat  Barrackpore Road Barberia  PO Jagannathpur PS Barasat  Kolkata   West Bengal - 700126 ,
Sarvepalli Radhakrishnan University,NH-12  Hoshangabad Road Jatkhedi  Bhopal   Madhya Pradesh -  ,http://www.srku.edu.in/
GNA University,Village Sri Hargobindgarh Phagwara  Distt. Kapurthala   Punjab - 144401 ,
Seacom Skills University,Village-Kendradanga  PO - Sattore  PS - Panrui  Dist - Birbhum   West Bengal - 731236 ,http://www.seacomskillsuniversity.org/seacomweb/index.php
State University of Performing and Visual Arts,Sector-6 Rohtak    Haryana -  ,
University of Engineering and Management,University Area  Plot No. III-B/5  Main Arterial Road (East-West)  New town  Action Area-III  Kolkata   West Bengal - 700156 ,
JIS University,Agarpara District North 24 Parganas    West Bengal -  ,
Abhilashi University,Chailchowk (Chaichiot) distt. Mandi    Himachal Pradesh -  ,
Professor Jayashankar Telangana State Agricultural University,Rajendranagar Hyderabad    Telangana- 500030 ,
Cooch Behar Panchanan Barma University,Vibekananda Road Cooch Behar    West Bengal - 736101 ,http://cbpbu.ac.in/
Sant Baba Bhag Singh University,Village-Khiala  PO-Padhiana Dist-Jalandhar   Punjab - 144 030 ,http://www.sbbsuniversity.ac.in
O.P. Jindal University,Knowledge Park  Gharghoda Road  Punjipathra  Raigarh   Chhattisgarh- 496109 ,http://www.opju.ac.in
Institute of Trans-Disciplinary Health Sciences and Technology,74/2  Jarakabande Kaval  Yelahanka  Via Attur Post Banglore   Karnataka - 560064 ,
Spicer Adventist University,Aundh Road  Ganeshkhind Post  Pune   Maharashtra - 411007 ,http://www.sau.edu.in
Lakulish Yoga University,Lotus View  Opp. Nirma University  S.G. Highway  Chharodi  Ahmedabad   Gujarat - 382481 ,
Sri Konda Laxman Telangana State Horticultural University,Rajendranagar Hyderabad    Telangana- 500030 ,
Mahatma Gandhi Central University,Opposite Circuit House Motihari Distt.: East Champaran   Bihar - 845401 ,
Ajeenkya D.Y. Patil University,Charholi  Budruk Via Lohegaon  Pune   Maharashtra - 412105 ,http://adypu.edu.in/
Flame University,GAT No. 1270 Village Lavale Taluka Mulshi  Pune   Maharashtra - 411042 ,
Parul University,PO Limda Tal - Waghodia Dist. Vadodara   Gujarat - 391760 ,http://www.paruluniversity.ac.in
G.L.S. University,Gujarat Law Society Campus Opp. Law Garden Ellisbridge  Ahmedabad   Gujarat - 380006 ,
The Neotia University,Jhinga Sarisa D.H.Road 24 Parganas(S)   West Bengal - 743368 ,www.tnu.in
Srinivas University,Srinivas Group of Colleges  Campus  Srinivas Nagar  Mukka  Surathkal Mangalore   Karnataka - 574146. ,www.srinivasuniversity.ac.in  www.srinivasuniversity.edu.in
Sangai International University,Churachandpur     Manipur-  ,
R.N.B. Global University,RNB Global City  Ganganagar Road Bikaner   Rajasthan- 334601 ,www.rnbglobal.edu.in
Raj Rishi Bhartrihari Matsya University,Girls Hostel Building Babu Shobharam Government Arts College Campus Alwar   Rajasthan- 301001 ,
LNCT University,JK Town Sarvadharam C sector  Kolar Road  Bhopal   Madhya Pradesh - 462024 ,
Diamond Harbour Women's University,Sarisha Diamond Harbour Road   District: South 24 paraganas     West Bengal - 743368 ,http://www.dhwu.ac.in
Motherhood University,Village- Karondi post - Bhagwanpur Roorkee  Distt. Hardwar   Uttarakhand -  ,www.motherhooduniversity.edu.in
GSFC University,Vigyan Bhavan PO Fertilizernagar Dist. Vadodara   Gujarat - 391750 ,http://www.gsfcuni.edu.in
Akal University,Talwandi Sabo Dist. Bhathinda    Punjab - 151302 ,www.auts.ac.in
Amity University,Rajarhat New Town Dist. North 24 Parganas   West Bengal -  ,http://www.amity.edu
J.S. University,Shikohabad Firozabad Uttar pradesh   Uttar Pradesh - 283135 ,www.jsu.ac.in
Bankura University,Puabagan Camp Office  PO Bhagabandh  Dist. Bankura   West Bengal - 722146 ,
West Bengal University of Teachers  Training  Education Planning and Administration,25/2 & 25/3  Ballygunge Circular Road Kolkata    West Bengal - 700019 ,
Sanchi University of Buddhist-Indic Studies,2nd Floor  Institute of Good Governance & Policy Analysis Bhadbhada Square  Bhopal   Madhya Pradesh - 462003 ,http://www.sanchiuniv.edu.in
Indian Institute of Public Health,Opposite Air-Force Headquarters Gandhinagar Near Lekawada Bus Stop  Gandhinagar-Chiloda road CRPF  P. O. Lekawada  Gandhinagar   Gujarat - 382042 ,
Institute of Advanced Research,Institutional Area  Koba  Gandhinagar   Gujarat - 382007 ,https://www.iar.ac.in
Manav Rachna University,Sector-43  Delhi-Surajkund Road  Faridabad   Haryana -  ,http://mru.edu.in/
Ch. Bansi Lal University,Bhiwani     Haryana - 127021 ,http://www.cblu.ac.in
Maharaja Ranjit Singh Punjab Technical University,Dabwali Road Bathinda    Punjab - 151001 ,
Maharaja Chhatrasal Bundelkhand Vishwavidyalaya,Chhatarpur      Madhya Pradesh -  ,
Delhi Pharmaceutical Sciences & Research University,"DISPAR Campus  Sector - III  Pushp Vihar  M B Road,   Delhi- 110017 ",www.dpsru.edu.in
A.P.J. Abdul Kalam Technological University,CET Campus  Thiruvananthapuram    Kerala - 695016 ,
KLE Technological University,B.V. Bhoomarddi College Campus  Vidyanagar  Hubballi   Karnataka - 580031 ,http://kletech.ac.in/
University of Horticultural Sciences,"Bagalkot,Udyanagiri Near Seemikeri Cross  Bagalkot   Karnataka - 587104 ",
Gujarat University of Transplantation Sciences,IKDRC-ITS Premises  Civil Hospital Campus  Asarwa  Ahmedabad   Gujarat - 380016 ,http://www.guts.education/
Institute of Infrastructure Technology Research and Management,Near Khokhara Circle Maninagar (East)   Ahmedabad  Gujarat   Gujarat - 380026 ,http://iitram.ac.in
Maharaja Surajmal Brij University,M.S.J. College  Campus Home » Contact Us Contact Us  Maharaja Surajmal Brij  University M.S.J. College  Campus Bharatpur     Rajasthan- 321001 ,http://www.brijuniversity.ac.in/
Maharishi Arvind University  Jaipur,Mundiaramsar   Near Bindayaka Industrial Area  Jaipur   Rajasthan- 302012 ,
P.K. University,"Village - Thanara,Teh - Karera  NH-27  Shivpuri District - Shivpuri   Madhya Pradesh - 473551 ",http://pkuniversity.edu.in/
RIMT University,Opposite Floating Restaurant  Sirhind Side   Mandi Gobindgarh   Punjab - 147301 ,http://www.rimt.ac.in/
Maharashtra National Law University,Post Box No. 8338  Deonar  Mumbai Maharashtra   Maharashtra - 400088 ,http://www.nlumumbai.edu.in
Medi-Caps University,A B Road   Pigdamber  Rau Indore   Madhya Pradesh - 453331 ,http://www.medicaps-institute.ac.in/
MIT Art Design and Technology University,Rajbaug   Next to Hadapsar  Loni Kalbhor   Pune   Maharashtra - 412201 ,http://www.mituniversity.edu.in
Mandsaur University,By-pass Square  Rewas Dewda Road Sh-31  Mandsaur   Madhya Pradesh - 458001 ,mandsauruniversity.edu.in
Dr. B. R. Ambedkar University of Social Sciences,Dr. Ambedkar Nagar   Mhow-453441 Dist-Indore  MP   Madhya Pradesh - 453441 ,https://brauss.in/
Central Institute of Buddhist Studies(CIBS),Choglamsar  Leh (Ladakh)  Jammu & Kashmir    Jammu and Kashmir -  ,http://www.cibs.ac.in/
Brainware University,398  Ramkrishnapur Road  Barasat  Kolkata North 4 Pgs.  West Bengal   West Bengal - 700125 ,http://brainwareuniversity.ac.in/
Maharaja Bir Bikram University,Agartala Tripura    Tripura -  ,
PDM University,Post Box No.-15  Sector-3A  Sarai Aurangabad  Bahadurgarh Haryana   Haryana - 124507 ,
Dr. A.P.J Abdul Kalam University,"Indore-Dewas Bypass Road Village- Arandia   Post- Jhalaria,Indore   Madhya Pradesh - 452016 ",www.aku.ac.in
Shri Vaishnav Vidyapeeth Vishwavidyalaya,Sanwer Road Indore Madhya Pradesh   Madhya Pradesh - 453111 ,http://www.svvv.edu.in
Sandip University,Trimbak Road Mahiravani   Nashik  Maharashtra   Maharashtra - 422213 ,www.sandipuniversity.edu.in
Sankalchand Patel University,Sankalchand Patel vidyadham  Visnagar-384315 Gujarat   Gujarat - 384315 ,
Anant National University,Sanskardham Campus  Bhopal-Ghuma-Sanand Road Ahmedabad   Gujarat - 382115 ,http://www.anu.edu.in
Bhupal Nobles University,Maharana Pratap Station Road Sevashram Circle  Udaipur   Rajasthan- 313001 ,https://www.bnuniversity.ac.in
Navsari Agriculture University,Navsari     Gujarat - 396450 ,
Amity University,Ranchi City Campus  Niwaranpur Adjoining Over Bridge   Main Road  Ranchi   Jharkhand - 834002 ,http://www.amity.edu/ranchi/
Pragyan International University,"Bariatu Road  Booty More,P.O.-RMCH Ranchi   Jharkhand - 834009 ",
Malwanchal University,"Index City,NH-59A  Nemawar Road  Near Khundel  District-Indore   Madhya Pradesh - 452016 ",https://www.malwanchaluniversity.com
AISECT University,Infront of Gandhi Maidan   Matwari  Distt.- Hazaribag Hazaribagh   Jharkhand - 825301 ,http://www.aisectuniversityjharkhand.ac.in/
Bhakta Kavi Narsinh Mehta University,C/o Govt. Polytechnic College Bilkha Road Khadiya  Junagadh   Gujarat - 362640 ,
Shri Govind Guru University,"Government Polytechnic Campus  Gadukpur,Godhra  Dist. Panchmahals   Gujarat - 389001 ",
Govind Guru Tribal University,Shri Govind Guru Government College Campus  Banswara    Rajasthan- 327001 ,
Marwadi University,Rajkot-Morbi Highway   Rajkot    Gujarat - 360003 ,
Khallikote University,"Khallikote College Campus  Ganjam  Berhampur,   Orissa - 760001  ",
Siddharth University,kapilvastu  Siddharth Nagar    Uttar Pradesh - 272202 ,
The Sanskrit College and University,Bankim Chaterjee Street Kolkata    West Bengal - 700073 ,
Era University,Sarfarazganj Hardoi Road Lucknow   Uttar Pradesh - 226003 ,http://www.erauniversity.in
Gangadhar Meher University,Sambalpur     Orissa - 768004 ,
Bennett University,Plot No.8-11  TechZone II  Greater Noida   Uttar Pradesh - 201 310 ,www.bennett.edu.in
Sanskriti University,28 K.M. Stone  Mathura-Delhi Highway  Chhata  Mathura   Uttar Pradesh -  ,http://www.sanskriti.edu.in/
Rama Devi Women's University,Bhubaneswar odisha    Orissa -  ,
IIMT University,"""O"" Pocket  Ganga Nagar Mawana Road Meerut   Uttar Pradesh - 250001 ",http://iimtu.com/
Allahabad State University,CPI Parisar  Civil Lines  Allahabad   Uttar Pradesh -  ,
ISBM University,Vill-Nawapara (Kosmi) Block  Tehsil-Chhura  Dist-Gariyaband   Chhattisgarh- 493996 ,
G.H Raisoni University,"Vill-Saikheda,Dhoda Borgaon  Tah-Saunsar  Dist-Chhindwara   Madhya Pradesh -  ",
Plastindia International University,Dungra  GIDC  Vapi   Dist-Valsad   Gujarat - 396195 ,http://www.plastindia.edu.in
Jharkhand Raksha Shakti University,Old Judicial Academy (Shri Krishna Lok Prashashan Sansthan Parisar) Mayors Road  Ranchi   Jharkhand - 834002 ,
International Institute of Information Technology (IIIT),Gothaparna  P.O-Malipada  Bhubaneswar   Orissa - 751003 ,
Usha Martin University,12 Mile  Ranchi Khunti Road  NH-75  Ranchi   Jharkhand - 835221 ,
Birla Global University,"IDCO Plot No-2 Institutional Area,VIII-Gothapatna  P.S-Chandaka,Bhubaneswar   Orissa - 751029 ",http://www.bgu.ac.in
The Assam Royal Global University,Betkuchi   Opp Tirupati Balaji Temple NH-37  Guwahati   Assam - 781035 ,http://www.rgu.ac/
Jharkhand Raksha Shakti University,Old Judicial Academy Mayors Road Ranchi   Jharkhand - 834002 ,
CT University,Ferozepur Road  Ludhiana    Punjab - 142024 ,http://www.ctuniversity.in
Symbiosis University of Applied Sciences (SUAS),Bada Bangadda   Super Corridor  Indore   Madhya Pradesh - 452001 ,
St. Joseph University,Virgin Town  Khekiho-Zhimomi Road Ikishe Model Village  Ps- Diphupar  Dimapur   Nagaland - 797115 ,www.stjosephuniv.edu.in 
Harcourt Butler Technical University,Kanpur     Uttar Pradesh - 208002 ,
Bareilly International University,Rohilkhand Medical College Campus Pilibhit Bypass Road Bareilly   Uttar Pradesh - 243006 ,
Sai Tirupati University,Ambua Road Village Umarda  Girwa Udaipur   Rajasthan- 313015 ,
St. Xavier's University,Premises No. IIIB-1  Plot No. IIIB/1  Action Area IIIB  P.S. New Town  Kolkata   West Bengal - 700156 ,
Uttarakhand Aawasiya Viswavidyalaya,Jagat Singh Bist Rajkiya Hotel Management and Catering Sansthan Parisar  Chilkapita  Khatyadi  Almora   Uttarakhand - 263601 ,www.uru.ac.in
Starex University,NH-8  Vill.  Binola  P.O. Bhorakalan  Gurugram   Haryana -  ,www.starexuniversity.com
Avantika University,Vishwanathpuram  Lekoda Village Ujjain   Madhya Pradesh - 456006 ,http://www.avantikauniversity.edu.in/
Karnataka State Rural Development and Panchayat Raj University,Raitha Bhavana  General Cariappa Circle  Gadag  Karnataka- 582101 Regional Office:- Grameenabhivruddhi Bhavan  Ananda Rao Circle  Bengaluru-560009   Karnataka - 582101 ,www.ksrdpru.in
Garden City University,"GCC House  #340  5th Main  Indiranagar Double Road,  1st Stage  Indiranagar  Banglore    Karnataka - 560038 ",https://www.gardencity.university
"Maharashtra National Law University,",Training Institute(JOTI)  Civil Lines   C P Club Road  Nagpur   Maharashtra - 440001 ,
Mody University of Science & Technology,Laxmangarh District - Sikar Rajasthan   Maharashtra -  ,
Mody University of Science & Technology,Laxmangarh District - Sikar Rajasthan   Rajasthan-  ,www.modyuniversity.ac.in
Cluster University of Jammu,Govt College for Women   Gandhi Nagar   Jammu   Jammu and Kashmir - 180004 ,
Karnavati University,907/A  Uvarsad Ghandhinagar     Gujarat - 382422 ,http://www.karnavatiuniversity.com
Banda University of Agriculture & Technology,Banda Uttar Pradesh    Uttar Pradesh - 210001 ,
P. P. Savani University,NH 8  GETCO  Near Biltech Village: Dhamdod  Kosamba  Ta.: Mangrol  Dist.: Surat   Gujarat - 394125 ,
Dr. Vishwanath Karad MIT World Peace University,S.no.-124  Paud Road  Kothrud  Pune   Maharashtra - 411038 ,
Himalayan Garhwal University,Dhaid Gaon  Pokhra   Pauri Garhwal   Uttarakhand -  ,
Himalayan Garhwal University,Dhaid Gaon  Shiv Nagar Block Pokhra Distt. Pauri Garhwal   Uttarakhand - 246169 ,www.hgu.in
Raiganj University,P.O. Raiganj  Dist. Uttar Dinajpur West Bengal   West Bengal - 733134 ,http://raiganjuniversity.ac.in/
Vishwakarma University,"survey No.-2,3,4   Laxmi Nagar Kondhwa Budruk  Pune   Maharashtra - 411048 ",https://www.vupune.ac.in/
Symbiosis Skills and Open University,Village- Kiwale  Adjoining Pune Mumbai Expressway  Tal- Havely  Pune   Maharashtra - 412101 ,http://www.ssou.ac.in/
University of Technology,Vatika  Tehsil-Sanganer  Jaipur   Rajasthan-  ,https://www.uot.edu.in
Sri Guru Ram Das University of Health Sciences,Mehta Road  Vallah  Sri Amritsar    Punjab - 143001 ,
Uttar Pradesh University of Medical Sciences,Saifai  Etawah    Uttar Pradesh - 206130 ,
JSS Science & Technology University,JSS Technical Institutions Campus Mysuru    Karnataka - 570006 ,
Sandip University,Vill - Sijoul  Dist.-Madhubani    Bihar - 847235 ,
Maharashtra National Law University,Government B.Ed College Campus  Padampura  Aurangabad   Maharashtra - 431005 ,
Bhartiya Skill Development University,Plot No. SI/INST/001  Social Infrastructure Zone   Mahindra World City  Off Ajmer Road  Jaipur   Rajasthan- 302037 ,www.ruj-bsdu.in
K K University,Berauti  Nepura Biharsharif   Nalanda   Bihar - 803115 ,
Manipur Technical University,Takyelpat  Imphal Manipur   Manipur-  ,
Jananayak Chandrashekhar University,Ballia     Uttar Pradesh - 277001 ,
Shri Guru Ram Rai University,Patel Nagar Dehradun    Uttarakhand -  ,
Sarla Birla University,Village-Ara  PO- Mahilong Ranchi-purulia Highway   Ranchi   Jharkhand - 835103 ,
Bengaluru North University,Devaraj Urs Extension   Tamaka Kolar  Karnataka    Karnataka - 563103 ,
Swarnim Startup & Innovation University,Bhoyan Rathod  Opp. IFFCO  Adalaj-Sertha Road  Gandhinagar   Gujarat - 382420 ,
Sanjay Ghodawat University,A/P-Atigre  Tal-Hatkanangale  Dist-Kolhapur    Maharashtra - 416118 ,http://www.sanjayghodawatuniversity.ac.in/
Bengaluru Central University,"Central College Campus   Dr. Ambedkar Veedhi Bengaluru,   Karnataka - 560001 ",
Sharnbasva University,Kalaburgi  (Gulbarga)    Karnataka - 585103 ,
Haryana Vishwakarma Skill University,Dudhola Palwal Sector-18  Gurugram   Haryana -  ,
Bhagwant Global University,Village & Post- Uttari Jhandi Chaur Tehsil- Kotdwar  Distt.- Pauri Garhwal    Uttarakhand - 246149 ,
University of Agricultural Sciences,Lingasuguru Road  Raichur    Karnataka - 584104 ,
Odisha State Open University,G.M. University Campus  Budharaja  Sambalpur   Orissa - 768004 ,
YBN University,Panchwati South Railway Colony  Ranchi    Jharkhand - 834001 ,
Arka Jain University,Opp. To Kerala public School  Mohanpur  Gamharia  Dist. Seraikela Kharsawan   Jharkhand - 832108 ,
Manipur University of Culture,Palace Compound  Imphal East     Manipur- 795001 ,
The Global University,Hollongi  Itanagar    Arunachal Pradesh -  ,
Indrashil University,P. O. Rajpur  Kadi  Mehsana   Gujarat - 382740 ,http://indrashiluniversity.edu.in/
Chinmaya Vishwavidyapeeth,Aadishankaranilayam Veliyanad Ernakulum Kerala   Kerala - 692313 ,www.chinmayauniversity.ac.in
Kamdhenu University,Krushibhavan  Sector 10 A  Block B  Podium Level  Gandhinagar   Gujarat - 382010 ,
